City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Bentiu,SS,9.2333,29.8333,94.24,34,30,5.14,scattered clouds
348,Huarmey,PE,-10.0681,-78.1522,65.77,80,70,4.83,broken clouds
349,Aguas Vermelhas,BR,-15.7472,-41.46,83.64,44,18,5.68,few clouds
350,Lagos,NG,6.5833,3.75,87.64,63,100,7.67,overcast clouds
351,Pingliang,CN,35.5392,106.6861,49.14,49,100,6.29,overcast clouds
352,Mehamn,NO,71.0357,27.8492,39.34,83,86,7.72,overcast clouds
353,Tefe,BR,-3.3542,-64.7114,87.91,74,20,5.75,few clouds
354,Paramonga,PE,-10.6667,-77.8333,64.99,81,76,5.23,broken clouds
355,Zlitan,LY,32.4674,14.5687,74.97,56,39,20.42,scattered clouds
356,Vrbno Pod Pradedem,CZ,50.1209,17.3832,56.77,57,5,17.63,clear sky
357,Lazaro Cardenas,MX,17.9583,-102.2,77.04,81,5,3.96,clear sky
358,Jocotepec,MX,20.3,-103.4333,58.35,87,99,2.48,overcast clouds
359,Hithadhoo,MV,-0.6,73.0833,83.84,74,70,15.19,broken clouds
360,Huilong,CN,31.8111,121.655,66.92,84,0,6.62,clear sky
361,Mareeba,AU,-17.0,145.4333,70.52,94,15,1.68,few clouds
362,Blythe,US,33.6103,-114.5964,67.24,29,0,3.87,clear sky
363,Ostrovnoy,RU,68.0531,39.5131,30.42,83,93,8.57,overcast clouds
364,Avera,US,33.194,-82.5271,57.9,74,81,12.37,broken clouds
365,Tilichiki,RU,60.4667,166.1,9.32,97,60,7.4,broken clouds
366,Beloha,MG,-25.1667,45.05,73.62,55,92,19.51,overcast clouds
367,Tsogni,GA,-2.7942,10.0988,79.75,81,100,11.39,light rain
368,Kushiro,JP,42.975,144.3747,45.43,80,4,4.56,clear sky
369,Makakilo City,US,21.3469,-158.0858,71.29,83,1,3.44,clear sky
370,Socorro,US,31.6546,-106.3033,60.87,33,1,3.44,clear sky
371,Coihaique,CL,-45.5752,-72.0662,48.81,53,20,5.75,few clouds
372,Waw,SS,7.7029,27.9953,80.82,62,100,10.45,light rain
373,Charters Towers,AU,-20.1,146.2667,73.78,75,1,4.97,clear sky
374,Shelburne,CA,44.0787,-80.2041,43.75,100,100,12.12,overcast clouds
375,Necochea,AR,-38.5473,-58.7368,76.03,59,37,10.69,scattered clouds
376,Ilinge,ZA,-31.9768,27.0427,70.97,33,6,10.25,clear sky
377,Sur,OM,22.5667,59.5289,81.63,60,35,10.22,scattered clouds
378,Chokurdakh,RU,70.6333,147.9167,-8.73,97,100,6.62,overcast clouds
379,Zharkent,KZ,44.1628,80.0,46.47,74,90,4.41,overcast clouds
380,High Prairie,CA,55.4334,-116.4858,24.1,69,0,7.65,clear sky
381,Lafiagi,NG,8.8667,5.4167,94.8,35,100,3.0,overcast clouds
382,Borogontsy,RU,62.6683,131.1683,-4.18,100,83,2.37,broken clouds
383,Nioro,GM,13.35,-15.75,83.88,60,100,10.47,overcast clouds
384,Fare,PF,-16.7,-151.0167,77.61,72,0,17.05,light rain
385,Barranca,PE,-10.75,-77.7667,63.41,83,82,4.72,broken clouds
386,Cortez,US,37.3489,-108.5859,46.42,45,4,3.6,clear sky
387,Careiro Da Varzea,BR,-3.2003,-59.8119,88.43,54,83,2.51,light rain
388,Kralendijk,BQ,12.15,-68.2667,84.18,74,20,16.11,few clouds
389,Llangefni,GB,53.2556,-4.3106,55.26,67,20,18.41,few clouds
390,Lower Hutt,NZ,-41.2167,174.9167,61.32,76,90,19.57,light rain
391,Kropotkin,RU,45.4375,40.5756,53.92,56,0,12.12,clear sky
392,Arroyo,ES,41.6096,-4.7969,61.14,74,20,14.97,few clouds
393,Lompoc,US,34.6391,-120.4579,56.41,96,90,0.0,mist
394,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,71.49,72,100,13.6,overcast clouds
395,San Andres,CO,12.5847,-81.7006,84.22,79,75,5.75,broken clouds
396,Roald,NO,62.5833,6.1333,56.34,58,0,9.22,clear sky
397,Santiago,CL,-33.4569,-70.6483,78.24,33,0,2.3,clear sky
398,Bahia Blanca,AR,-38.7196,-62.2724,66.97,37,81,17.4,broken clouds
399,Lannion,FR,48.75,-3.4167,61.41,67,20,11.5,few clouds
400,Urucara,BR,-2.5364,-57.76,94.8,43,1,2.55,clear sky
401,Arlit,NE,18.7369,7.3853,99.21,8,28,4.83,scattered clouds
402,Yelizovo,RU,53.1873,158.3805,26.74,86,0,4.47,clear sky
403,Korla,CN,41.7597,86.1469,54.57,28,100,1.12,overcast clouds
404,Malartic,CA,48.1335,-78.1328,35.42,64,90,5.86,overcast clouds
405,Chicama,PE,-7.8447,-79.1469,59.54,72,90,4.97,overcast clouds
406,Taman,RU,45.2117,36.7161,53.35,60,0,19.06,clear sky
407,Taseyevo,RU,57.2169,94.8978,32.94,61,91,11.63,light snow
408,Coquimbo,CL,-29.9533,-71.3436,55.13,94,90,11.5,light intensity drizzle
409,Lewisporte,CA,49.2499,-55.0482,44.31,50,5,3.42,clear sky
410,Moore,US,35.3395,-97.4867,49.75,69,1,4.61,clear sky
411,Port Macquarie,AU,-31.4333,152.9167,59.9,94,90,10.36,overcast clouds
412,Bilma,NE,18.6853,12.9164,97.12,11,17,9.57,few clouds
413,Cairns,AU,-16.9167,145.7667,75.15,89,18,1.14,few clouds
414,Garmsar,IR,35.2182,52.3409,69.55,39,67,6.35,broken clouds
415,Samarai,PG,-10.6167,150.6667,81.95,81,37,10.74,scattered clouds
416,Astana,KZ,51.1801,71.446,37.35,81,90,17.9,overcast clouds
417,Shasta Lake,US,40.6804,-122.3708,59.16,90,99,0.18,overcast clouds
418,Bose,IT,45.4612,8.0137,50.29,95,100,2.48,light rain
419,Neuquen,AR,-38.9516,-68.0591,63.05,19,97,21.25,overcast clouds
420,Gari,RU,59.4307,62.3497,24.42,98,97,2.8,light snow
421,Posse,BR,-14.0931,-46.3694,88.52,30,66,6.73,broken clouds
422,Kumbo,CM,6.2,10.6667,70.68,69,70,5.12,light rain
423,Bodden Town,KY,19.2833,-81.25,81.0,92,75,5.99,broken clouds
424,Camacha,PT,33.0833,-16.3333,75.52,73,40,11.5,scattered clouds
425,Langub,PH,10.7981,123.5372,80.35,83,97,14.72,light rain
426,Hualmay,PE,-11.0964,-77.6139,64.85,80,56,5.23,broken clouds
427,Phangnga,TH,8.4509,98.5298,83.91,92,100,2.91,overcast clouds
428,Narsaq,GL,60.9167,-46.05,30.42,69,99,4.07,overcast clouds
429,Bubaque,GW,11.2833,-15.8333,74.39,91,100,4.54,moderate rain
430,Aksha,RU,50.2814,113.2867,26.87,40,0,2.71,clear sky
431,Onguday,RU,50.75,86.15,36.01,75,100,4.12,overcast clouds
432,Harsum,DE,52.2104,9.9649,58.57,66,100,1.99,light rain
433,Moree,AU,-29.4667,149.85,53.62,54,1,11.5,clear sky
434,Krosno,PL,49.6887,21.7706,63.55,47,78,13.11,broken clouds
435,Lamu,KE,-2.2717,40.902,82.62,72,88,13.47,overcast clouds
436,College Station,US,30.628,-96.3344,56.1,64,1,6.91,clear sky
437,Richards Bay,ZA,-28.783,32.0377,67.84,82,98,16.89,light rain
438,Tabas,IR,33.5959,56.9244,71.53,20,7,2.55,clear sky
439,Aksarka,RU,66.5606,67.7975,-0.02,91,55,5.59,broken clouds
440,Nizhniy Kuranakh,RU,58.8353,125.4869,10.99,89,18,4.41,few clouds
441,Seinajoki,FI,62.7945,22.8282,48.78,74,0,1.01,clear sky
442,Bijie,CN,27.3125,105.2942,50.63,97,100,5.17,overcast clouds
443,Quatre Cocos,MU,-20.2078,57.7625,78.1,73,51,4.25,broken clouds
444,Kabanjahe,ID,3.1001,98.4908,66.96,96,98,2.62,overcast clouds
445,Boca Do Acre,BR,-8.7522,-67.3978,94.35,41,9,1.95,clear sky
446,Oranjemund,NA,-28.55,16.4333,69.73,61,2,16.33,clear sky
447,Natal,BR,-5.795,-35.2094,88.45,55,40,18.41,scattered clouds
448,Powell River,CA,49.8496,-124.5361,44.6,100,20,0.0,few clouds
449,Vilhena,BR,-12.7406,-60.1458,82.62,61,0,3.44,clear sky
450,Sokna,NO,60.24,9.9235,55.56,83,84,3.87,broken clouds
451,Haines Junction,CA,60.7522,-137.5108,33.75,64,100,6.91,overcast clouds
452,Bairiki,KI,1.3292,172.9752,82.4,74,40,4.61,light rain
453,Karoi,ZW,-16.8099,29.6925,87.35,24,99,4.09,overcast clouds
454,Mabaruma,GY,8.2,-59.7833,84.45,68,71,4.23,broken clouds
455,Negombo,LK,7.2083,79.8358,78.22,90,100,3.27,light rain
456,Caiaponia,BR,-16.9567,-51.8103,87.78,40,89,7.47,overcast clouds
457,Shitanjing,CN,39.2342,106.3439,42.57,38,0,3.04,clear sky
458,Durban,ZA,-29.8579,31.0292,64.92,92,100,3.0,light rain
459,Yerbogachen,RU,61.2767,108.0108,31.64,79,100,9.84,overcast clouds
460,Chunskiy,RU,56.0815,99.6342,40.08,68,100,6.96,overcast clouds
461,Eganville,CA,45.5334,-77.0994,47.53,93,100,5.68,overcast clouds
462,Alyangula,AU,-13.8483,136.4192,81.54,76,100,8.72,overcast clouds
463,San Juan De La Maguana,DO,18.8059,-71.2299,77.67,68,17,5.79,few clouds
464,Hachinohe,JP,40.5,141.5,48.06,85,92,5.21,overcast clouds
465,San Matias,BO,-16.3667,-58.4,97.68,34,53,4.45,broken clouds
466,Lucea,JM,18.451,-78.1736,85.86,74,97,4.21,overcast clouds
467,Bonavista,CA,48.6499,-53.1147,49.12,70,28,10.29,scattered clouds
468,Kudahuvadhoo,MV,2.6708,72.8944,82.92,75,21,12.84,few clouds
469,Bauru,BR,-22.3147,-49.0606,83.34,54,0,9.22,clear sky
470,Votkinsk,RU,57.0486,53.9872,43.77,95,100,11.5,overcast clouds
471,Flinders,AU,-34.5833,150.8552,59.81,74,30,3.0,scattered clouds
472,Sabha,LY,27.0377,14.4283,81.21,19,17,6.33,few clouds
473,Saint-Augustin,CA,51.226,-58.6502,47.12,34,8,3.2,clear sky
474,Port Lincoln,AU,-34.7333,135.8667,52.38,68,5,7.09,clear sky
475,San Quintin,MX,30.4833,-115.95,61.45,90,0,4.61,clear sky
476,Egvekinot,RU,66.3167,-179.1667,-4.22,87,76,9.55,broken clouds
477,Wamba,NG,8.9333,8.6,89.94,42,99,4.07,overcast clouds
478,Bandundu,CD,-3.3167,17.3667,85.06,63,96,3.78,overcast clouds
479,Nueva Guinea,NI,11.6876,-84.4562,74.21,94,100,5.55,overcast clouds
480,Nizip,TR,37.0097,37.7942,66.33,45,100,13.98,overcast clouds
481,Churapcha,RU,62.0025,132.4325,-9.11,100,83,3.22,broken clouds
482,Birjand,IR,32.8663,59.2211,70.27,14,0,11.5,clear sky
483,Victor Harbor,AU,-35.5667,138.6167,52.72,89,4,0.63,clear sky
484,Port Blair,IN,11.6667,92.75,81.88,80,100,4.0,overcast clouds
485,Dingle,PH,10.9995,122.6711,75.87,92,99,7.4,overcast clouds
486,Esmeraldas,BR,-19.7625,-44.3139,82.51,54,91,6.91,overcast clouds
487,Xixiang,CN,35.1628,112.865,63.7,48,59,4.25,broken clouds
488,Kanye,BW,-24.9667,25.3327,82.42,11,0,14.54,clear sky
489,Jakar,BT,27.5492,90.7525,38.95,93,17,3.87,few clouds
490,Kulhudhuffushi,MV,6.6221,73.07,80.47,81,100,7.78,overcast clouds
491,Sillamae,EE,59.3997,27.7547,48.54,80,28,12.37,scattered clouds
492,Doha,QA,25.2867,51.5333,88.11,55,20,9.22,few clouds
493,Novyy Yarychiv,UA,49.9044,24.3052,60.15,51,88,10.29,overcast clouds
494,Saint-Louis,SN,16.3333,-15.0,96.62,24,20,18.07,few clouds
495,Asau,RO,46.4333,26.4,58.39,66,1,5.19,clear sky
496,Boguchar,RU,49.9358,40.545,48.83,60,12,2.8,few clouds
497,Quimper,FR,48.0,-4.1,60.6,72,75,11.5,broken clouds
498,Bali Chak,IN,22.3667,87.55,76.35,71,4,5.86,clear sky
499,Brazzaville,CG,-4.2658,15.2832,85.77,57,88,3.2,overcast clouds
500,Bantogon,PH,6.5333,124.0333,79.74,81,63,3.58,broken clouds
501,Ritchie,ZA,-29.038,24.6028,76.21,21,0,10.74,clear sky
502,Ugoofaaru,MV,5.6667,73.0,81.86,71,98,8.77,overcast clouds
503,Sambava,MG,-14.2667,50.1667,77.9,77,20,11.56,few clouds
504,Maniitsoq,GL,65.4167,-52.9,34.59,85,100,23.38,overcast clouds
505,Cerro Gordo,US,43.0833,-93.2669,38.88,96,1,3.44,clear sky
506,Poum,NC,-20.2333,164.0167,74.77,76,2,7.78,clear sky
507,Vila Franca Do Campo,PT,37.7167,-25.4333,76.19,87,94,15.93,overcast clouds
508,Baghdad,IQ,33.3406,44.4009,85.91,48,75,17.27,broken clouds
509,Bolshaya Dzhalga,RU,45.9695,42.6966,50.34,59,4,8.57,clear sky
510,Marquette,US,46.5333,-87.6335,48.83,83,18,5.68,few clouds
511,Ust-Kut,RU,56.7938,105.7672,34.18,55,100,5.21,overcast clouds
512,Rodrigues Alves,BR,-7.738,-72.6509,84.4,56,15,0.89,few clouds
513,Tautira,PF,-17.7333,-149.15,75.22,78,26,15.64,light rain
514,Tommot,RU,58.9564,126.2925,12.0,91,23,2.62,few clouds
515,Baruun-Urt,MN,46.6806,113.2792,26.55,34,100,5.77,overcast clouds
516,Kyshtovka,RU,56.555,76.6271,27.25,50,99,11.74,overcast clouds
517,Sheboygan,US,43.7333,-87.9334,51.58,88,75,5.01,broken clouds
518,Rapid City,US,44.0805,-103.231,50.14,66,1,7.0,clear sky
519,Carroll,US,39.5501,-77.0164,56.53,76,90,1.99,overcast clouds
520,Iwanai,JP,42.9744,140.5089,43.39,87,88,3.94,overcast clouds
521,Hirara,JP,24.8,125.2833,77.27,66,69,10.89,broken clouds
522,Lakes Entrance,AU,-37.8811,147.981,49.15,74,4,12.48,clear sky
523,Janakpur,NP,26.7183,85.9065,71.94,69,0,2.62,clear sky
524,Sulangan,PH,11.1373,123.7228,83.26,75,53,22.95,broken clouds
525,Cayenne,GF,4.9333,-52.3333,86.09,76,90,4.0,overcast clouds
526,Batsfjord,NO,70.6345,29.7185,28.62,85,57,13.65,broken clouds
527,Irbil,IQ,36.1926,44.0106,73.22,43,40,13.8,scattered clouds
528,Daru,PG,-9.0763,143.2092,80.04,87,81,9.17,broken clouds
529,Camapua,BR,-19.5314,-54.0439,88.03,46,2,6.91,clear sky
530,Khandyga,RU,62.6667,135.6,-1.79,100,100,1.28,overcast clouds
531,Meulaboh,ID,4.1363,96.1285,77.7,83,87,2.8,overcast clouds
532,Mulanje,MW,-16.0316,35.5,93.34,20,5,8.93,clear sky
533,San Cristobal,VE,7.7669,-72.225,77.18,79,100,3.71,overcast clouds
534,Innisfail,AU,-17.5333,146.0333,72.63,90,3,2.95,clear sky
535,La Ronge,CA,55.1001,-105.2842,32.25,80,75,5.75,broken clouds
536,Lingao,CN,19.9103,109.6859,74.64,89,49,11.12,light rain
537,Ghanzi,BW,-21.5667,21.7833,96.49,12,79,11.86,broken clouds
538,Alta Floresta,BR,-9.8756,-56.0861,85.82,66,0,2.3,clear sky
539,Manggar,ID,-2.8833,108.2667,82.63,74,78,4.0,broken clouds
540,Mount Gambier,AU,-37.8333,140.7667,42.93,93,2,3.33,clear sky
541,Karratha,AU,-20.7377,116.8463,74.55,60,0,13.27,clear sky
542,Kandrian,PG,-6.2167,149.55,78.1,88,91,5.97,overcast clouds
543,Karla,EE,59.3723,24.9275,49.71,80,0,6.91,clear sky
544,Xichang,CN,27.8964,102.2634,55.38,86,29,3.51,scattered clouds
545,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,84,20,4.61,few clouds
546,Eufaula,US,31.8913,-85.1455,57.33,96,99,9.42,overcast clouds
547,Kaili,ID,-3.4626,120.2147,67.21,97,100,3.53,heavy intensity rain
548,Thinadhoo,MV,0.5333,72.9333,83.71,74,97,13.71,overcast clouds
549,Seoul,KR,37.5683,126.9778,54.84,67,1,2.15,clear sky
550,Kasongo-Lunda,CD,-6.4667,16.8167,89.64,48,66,4.59,broken clouds
551,Omboue,GA,-1.5746,9.2618,80.58,80,100,11.41,light rain
552,Forestville,US,38.8451,-76.875,58.24,88,1,9.22,clear sky
553,Casablanca,MA,33.5928,-7.6192,80.82,60,0,11.01,clear sky
554,Kerema,PG,-7.9631,145.7785,77.45,89,100,6.35,overcast clouds
555,Ranot,TH,7.7777,100.3213,80.82,78,97,3.47,overcast clouds
556,Goure,NE,13.9835,10.2704,99.01,9,100,11.25,overcast clouds
557,Turka,UA,49.1541,23.0297,59.94,54,68,6.29,broken clouds
558,Cuamba,MZ,-14.8031,36.5372,96.04,17,5,2.55,clear sky
559,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,90.09,37,96,5.35,overcast clouds
560,Kuningan,ID,-6.9758,108.4831,72.16,94,100,4.43,overcast clouds
561,Yaan,NG,7.3833,8.5667,90.12,49,100,3.18,overcast clouds
562,Akdepe,TM,42.0551,59.3788,51.89,40,100,6.35,overcast clouds
563,Kathmandu,NP,27.7167,85.3167,62.82,77,40,3.44,scattered clouds
564,Nadvoitsy,RU,63.8667,34.3167,43.61,89,100,8.43,overcast clouds
565,Myanaung,MM,18.2833,95.3167,76.91,91,100,4.85,overcast clouds
566,Axim,GH,4.8699,-2.2405,83.23,72,86,8.77,light rain
567,North Bend,US,43.4065,-124.2243,52.07,96,90,5.75,overcast clouds
568,Mutsu,JP,41.2894,141.2169,51.89,76,100,4.81,overcast clouds
569,Moyo,UG,3.6609,31.7247,79.86,58,100,3.83,light rain
570,Balabac,PH,7.9868,117.0645,82.81,78,100,9.24,overcast clouds
571,Suraabad,AZ,40.8192,49.4687,55.58,78,99,2.01,overcast clouds
572,Sandakan,MY,5.8402,118.1179,80.28,89,20,3.44,few clouds
573,Pederneiras,BR,-22.3517,-48.775,83.98,48,20,6.06,few clouds
574,Clarence Town,AU,-32.5833,151.7833,58.98,94,100,3.11,overcast clouds
575,Kutno,PL,52.2306,19.3641,63.88,39,1,12.1,clear sky
576,Miri,MY,4.4148,114.0089,79.66,83,100,3.4,moderate rain
577,Huangpi,CN,30.8845,114.3779,73.11,94,77,2.24,mist
578,Salisbury,GB,51.0693,-1.7957,58.68,67,76,12.46,broken clouds
579,Wewak,PG,-3.5534,143.6268,81.73,81,93,5.46,overcast clouds
580,Tecoanapa,MX,16.5167,-98.75,78.13,81,6,3.11,clear sky
581,Buchanan,LR,5.8808,-10.0467,85.96,77,87,8.46,light rain
582,Saa,CM,4.3667,11.45,83.73,59,100,3.96,overcast clouds
583,Anori,BR,-3.7728,-61.6442,90.86,53,60,2.53,broken clouds
584,Ulladulla,AU,-35.35,150.4667,50.88,64,89,3.31,overcast clouds
585,Aragona,IT,37.4008,13.6176,67.33,64,73,2.84,broken clouds
586,Villazon,BO,-22.0866,-65.5942,58.98,41,0,2.17,clear sky
587,Merauke,ID,-8.4667,140.3333,80.69,80,63,12.64,broken clouds
588,Catamarca,AR,-28.4696,-65.7852,93.65,44,0,4.0,clear sky
589,Acapulco,MX,16.8634,-99.8901,80.42,83,90,4.61,overcast clouds
590,Xushan,CN,30.1764,121.2457,58.93,80,0,2.73,clear sky
591,Kolokani,ML,13.5728,-8.0339,94.6,22,100,2.53,overcast clouds
592,Ahuimanu,US,21.4447,-157.8378,72.46,81,1,3.44,clear sky
593,Macae,BR,-22.3708,-41.7869,76.75,69,90,6.91,overcast clouds
594,Caohai,CN,26.8661,104.2841,46.6,96,100,3.62,overcast clouds
595,Jalu,LY,29.0331,21.5482,81.25,28,1,10.36,clear sky
596,Hobyo,SO,5.3505,48.5268,81.95,68,31,15.9,scattered clouds
597,Husavik,IS,66.0449,-17.3389,39.11,98,100,8.23,overcast clouds
598,Alta Gracia,AR,-31.6529,-64.4283,91.72,25,0,7.31,clear sky
599,Madison,US,34.7334,-86.5667,55.11,90,90,1.99,overcast clouds
600,At-Bashi,KG,41.1702,75.8106,28.47,57,4,5.12,clear sky
601,Malakal,SS,9.5334,31.6605,93.24,36,78,7.02,broken clouds
602,Lake Havasu City,US,34.4839,-114.3224,65.23,34,1,1.99,clear sky
603,Djenne,ML,13.9061,-4.5533,97.36,27,87,7.45,overcast clouds
604,Great Yarmouth,GB,52.6083,1.7305,58.95,68,54,18.81,broken clouds
605,Tshikapa,CD,-6.4167,20.8,87.75,54,41,2.93,scattered clouds
606,Okha,RU,53.5739,142.9478,29.93,66,87,14.74,overcast clouds
607,Boundiali,CI,9.5217,-6.4869,89.85,46,97,3.49,overcast clouds
608,Behshahr,IR,36.6923,53.5526,62.55,72,17,3.2,few clouds
609,Dolores,AR,-36.3132,-57.6792,76.75,60,7,8.41,clear sky
610,Benjamin Hill,MX,30.1667,-111.1,58.17,33,0,5.91,clear sky
611,Aketi,CD,2.7388,23.7833,81.66,65,95,0.83,overcast clouds
612,Baykit,RU,61.67,96.37,19.72,84,100,10.38,overcast clouds
613,Biak,ID,-0.9131,122.8766,77.16,86,86,2.98,overcast clouds
614,Whitianga,NZ,-36.8333,175.7,62.02,96,100,13.09,overcast clouds
615,Balsas,BR,-7.5325,-46.0356,95.11,32,31,8.28,light rain
616,Farso,DK,56.7728,9.3393,53.26,90,100,14.94,moderate rain
617,Kaupanger,NO,61.1845,7.2404,49.1,93,84,2.33,broken clouds
618,Moindou,NC,-21.6924,165.677,66.15,77,19,3.71,few clouds
619,Simao Dias,BR,-10.7383,-37.8111,88.48,38,12,9.31,few clouds
620,Hundorp,NO,61.5552,9.9407,48.69,80,14,2.75,few clouds
621,Belmonte,BR,-15.8631,-38.8828,79.3,77,89,6.35,overcast clouds
622,Nouakchott,MR,18.0858,-15.9785,93.13,51,100,9.28,overcast clouds
623,Glenwood Springs,US,39.5505,-107.3248,47.43,64,1,5.75,clear sky
624,Saint-Ambroise,CA,48.5501,-71.3324,46.71,57,2,5.12,clear sky
625,Port-Gentil,GA,-0.7193,8.7815,79.56,84,100,14.0,light rain
626,Nalut,LY,30.3333,10.85,77.77,24,78,8.16,broken clouds
627,Honningsvag,NO,70.9821,25.9704,42.28,70,82,10.0,broken clouds
628,Ingham,US,42.6,-84.3833,50.18,94,90,8.05,overcast clouds
629,Ajdabiya,LY,30.7554,20.2263,74.39,55,3,13.69,clear sky
630,Evensk,RU,61.95,159.2333,10.02,73,16,9.73,few clouds
631,Sarkand,KZ,45.41,79.9186,44.44,66,89,1.54,overcast clouds
632,Gaya,IN,24.7833,85.0,67.91,83,0,0.0,mist
633,Mangai,CD,-4.05,19.5333,86.76,49,81,4.34,broken clouds
634,College,US,64.8569,-147.8028,26.55,83,90,0.0,overcast clouds
635,Colac,AU,-38.3333,143.5833,43.83,94,3,2.82,clear sky
636,Cururupu,BR,-1.8283,-44.8683,84.25,71,30,5.75,scattered clouds
637,Russell,US,32.3502,-85.1999,55.06,84,90,8.05,overcast clouds
638,Korcula,HR,42.9622,17.1369,72.16,51,0,3.44,clear sky
639,Puteyets,RU,65.1716,57.091,14.7,93,37,4.32,scattered clouds
640,Yara,CU,20.2753,-76.9533,85.01,62,32,1.52,light rain
641,Adrar,MR,20.5022,-10.0711,88.88,12,100,9.57,overcast clouds
642,Podlesnoye,RU,51.8161,47.009,49.6,69,100,10.58,overcast clouds
643,Yebaishou,CN,41.3975,119.6408,49.96,66,100,9.71,overcast clouds
644,Shimoda,JP,34.6667,138.95,62.71,66,74,2.19,broken clouds
645,Deputatskiy,RU,69.3,139.9,-6.48,98,99,5.64,overcast clouds
646,Sidi Ali,DZ,36.0998,0.4206,72.36,50,63,13.22,broken clouds
647,Bosobolo,CD,4.1833,19.9,83.28,69,97,5.01,overcast clouds
648,Dzhebariki-Khaya,RU,62.2167,135.8,2.41,99,100,2.21,overcast clouds
649,Linjiang,CN,41.8069,126.9078,45.18,85,94,1.21,overcast clouds
650,Fushun,CN,41.8558,123.9233,55.11,86,93,1.16,light rain
651,Severodvinsk,RU,64.5635,39.8302,35.71,97,100,4.68,overcast clouds
652,Farmington,US,36.7281,-108.2187,36.28,69,1,8.05,clear sky
653,Hervey Bay,AU,-25.2986,152.8535,77.04,85,81,10.0,light rain
654,Ledyard,US,41.4398,-72.0142,62.28,86,90,3.0,light rain
655,Korbach,DE,51.2756,8.873,55.49,84,100,7.09,light rain
656,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,77.34,70,95,4.23,overcast clouds
657,Nanortalik,GL,60.1432,-45.2371,34.81,72,83,4.18,broken clouds
658,Manacapuru,BR,-3.2997,-60.6206,88.38,64,98,1.72,overcast clouds
659,Rio Gallegos,AR,-51.6226,-69.2181,53.65,35,0,11.5,clear sky
660,Monrovia,LR,6.3005,-10.7969,85.77,78,100,8.46,light rain
661,Zhezkazgan,KZ,47.8043,67.7144,44.01,56,100,9.31,overcast clouds
662,Brae,GB,60.3964,-1.353,53.51,84,100,25.23,overcast clouds
663,Bowen,AU,-20.0167,148.2333,78.08,80,0,6.29,clear sky
664,Burnie,AU,-41.0667,145.9167,48.94,82,87,9.55,overcast clouds
665,Hofn,IS,64.2539,-15.2082,43.61,87,100,6.2,overcast clouds
666,Venado Tuerto,AR,-33.7456,-61.9688,87.78,31,0,4.9,clear sky
667,Gaffney,US,35.0718,-81.6498,54.84,68,78,8.01,broken clouds
668,Mosetse,BW,-20.75,26.65,94.96,18,36,11.79,scattered clouds
669,Buraydah,SA,26.326,43.975,90.05,16,0,8.48,clear sky
670,Benicarlo,ES,40.4165,0.4271,73.9,63,100,12.41,overcast clouds
671,Palimbang,PH,6.2106,124.1894,79.79,82,87,2.86,overcast clouds
672,Kupang,ID,-10.1667,123.5833,81.16,81,99,6.4,overcast clouds
673,Manavalakurichi,IN,8.1333,77.3,80.69,86,100,3.2,heavy intensity rain
674,Obra,IN,24.4167,82.9833,69.78,48,0,2.59,clear sky
675,Cabra,ES,37.4725,-4.4421,72.84,73,100,18.99,overcast clouds
676,Virginia Beach,US,36.8529,-75.978,65.01,72,0,3.0,clear sky
677,Maceio,BR,-9.6658,-35.7353,87.24,58,75,5.75,broken clouds
678,Ganzhou,CN,28.8184,115.4327,63.1,62,0,3.42,light rain
679,Alibag,IN,18.6411,72.8792,86.07,68,76,9.98,moderate rain
680,Xining,CN,36.6167,101.7667,39.49,55,97,6.6,overcast clouds
681,Solnechnyy,RU,50.7214,136.6319,28.65,79,100,9.46,overcast clouds
